VEHIDCODE,ACTUAL_LENGTH,AIR_COEFFICIENT,AIR_DRAG_COEFFICIENT,BITMASK_VEHICLE_INFO,CARGODEF,CARGO_AGE_PERIOD,DUAL_HEADED,ENGINE_CLASS,HEAD_CAPACITY,INTRODUCTION_YEAR,ITEM,LENGTH,LOADINGSPEED,MICS_FLAGS,MISC_FLAGS,MODEL_LIFE,NAME,PASSENGER,POWER,POWER_PER_WAGON,REFIT_COST,RELIABILITY_DECAY,RETIRE_EARLY,RUNNING_COST_BASE,SPEED,SPRITE_ID,TE_COEFFICIENT,TRACK_TYPE,VEHICLE_LIFE,VEHICLE_REGION,VISUAL_FLAG,WAGON_CAPACITY,WAGON_LENGTH,WEIGHT
rbe_Czech_Republic_CD_M400,7,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,40,1903,item_rbe_Czech_Republic_CD_M400,7,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Czech_Republic_CD_M400),1,150,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,35,DEFAULT_SPRITE_ID,0.33,CURRENT_TRACK_TYPE,15,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,23
rbe_France_SNCF_Z_7100,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,70,1960,item_rbe_France_SNCF_Z_7100,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_France_SNCF_Z_7100),1,1260,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,130,DEFAULT_SPRITE_ID,0.21,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,58
rbe_Germany_Buckower_Kleinbahn_Nr_1_3,4,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,50,1930,item_rbe_Germany_Buckower_Kleinbahn_Nr_1_3,4,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Germany_Buckower_Kleinbahn_Nr_1_3),1,175,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,50,DEFAULT_SPRITE_ID,0.08,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, -3, DISABLE_WAGON_POWER)",,,23
rbe_Germany_DB_4792,5,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,24,1982,item_rbe_Germany_DB_4792,5,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Germany_DB_4792),1,160,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,50,DEFAULT_SPRITE_ID,0.13,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, -3, DISABLE_WAGON_POWER)",,,20
rbe_Germany_DB_ET85,8,0,,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,75,1927,item_rbe_Germany_DB_ET85,8,LOADINGSPEEDDEF_COMMUTER,bitmask(TRAIN_FLAG_2CC),,45,string(str_rbe_Germany_DB_ET85),1,740,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,75,DEFAULT_SPRITE_ID,0.16,CURRENT_TRACK_TYPE,15,REGION,"visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, -3, DISABLE_WAGON_POWER)",,,61
rbe_Germany_DB_ET_85,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,75,1927,item_rbe_Germany_DB_ET_85,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Germany_DB_ET_85),1,740,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,75,DEFAULT_SPRITE_ID,0.16,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, -3, DISABLE_WAGON_POWER)",,,61
rbe_Italy_FG_ALe_80,7,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,80,1981,item_rbe_Italy_FG_ALe_80,7,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Italy_FG_ALe_80),1,720,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,120,DEFAULT_SPRITE_ID,0.17,CURRENT_TRACK_TYPE,15,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,49
rbe_Italy_FS_ALe_840,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,84,1949,item_rbe_Italy_FS_ALe_840,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Italy_FS_ALe_840),1,800,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,150,DEFAULT_SPRITE_ID,0.21,CURRENT_TRACK_TYPE,15,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, -3, DISABLE_WAGON_POWER)",,,58
rbe_Italy_FS_E623,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,54,1950,item_rbe_Italy_FS_E623,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Italy_FS_E623),1,965,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,110,DEFAULT_SPRITE_ID,0.08,CURRENT_TRACK_TYPE,15,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,66
rbe_Japan_Choshi_DeHa_1000,7,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,34,1960,item_rbe_Japan_Choshi_DeHa_1000,7,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Japan_Choshi_DeHa_1000),1,402,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,40,DEFAULT_SPRITE_ID,0.18,CURRENT_TRACK_TYPE,15,"REGION(ASIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,31
rbe_Morocco_ONCFM_ZAB1000,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,44,1925,item_rbe_Morocco_ONCFM_ZAB1000,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Morocco_ONCFM_ZAB1000),1,480,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,85,DEFAULT_SPRITE_ID,0.13,CURRENT_TRACK_TYPE,15,"REGION(AFRICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, -3, DISABLE_WAGON_POWER)",,,40
rbe_Poland_PKP_EN81,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,60,2005,item_rbe_Poland_PKP_EN81,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),VEHICLE_NEVER_EXPIRES,string(str_rbe_Poland_PKP_EN81),1,750,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,120,DEFAULT_SPRITE_ID,0.08,CURRENT_TRACK_TYPE,15,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,53
rbe_Slovakia_ZSSK_490,7,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,48,1930,item_rbe_Slovakia_ZSSK_490,7,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Slovakia_ZSSK_490),1,270,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,40,DEFAULT_SPRITE_ID,0.08,CURRENT_TRACK_TYPE,15,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,45
rbe_Spain_Ferrocarril_de_Soller_1_3,6,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,44,1929,item_rbe_Spain_Ferrocarril_de_Soller_1_3,6,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Spain_Ferrocarril_de_Soller_1_3),1,350,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,60,DEFAULT_SPRITE_ID,0.05,CURRENT_TRACK_TYPE,15,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,38
rbe_Sweden_SJ_X16,6,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,55,1955,item_rbe_Sweden_SJ_X16,6,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Sweden_SJ_X16),1,230,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,110,DEFAULT_SPRITE_ID,0.34,CURRENT_TRACK_TYPE,15,"REGION(NORTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,21
rbe_Switzerland_AB_CFe_3_3,6,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,24,1911,item_rbe_Switzerland_AB_CFe_3_3,6,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Switzerland_AB_CFe_3_3),1,195,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,35,DEFAULT_SPRITE_ID,0.15,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, -3, DISABLE_WAGON_POWER)",,,24
rbe_Switzerland_MVR_Beh_2_4,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,40,1998,item_rbe_Switzerland_MVR_Beh_2_4,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Switzerland_MVR_Beh_2_4),1,752,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,50,DEFAULT_SPRITE_ID,0.27,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,32
rbe_Switzerland_SBB_Cfe_3_3,6,0,,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,24,1911,item_rbe_Switzerland_SBB_Cfe_3_3,6,LOADINGSPEEDDEF_COMMUTER,bitmask(TRAIN_FLAG_2CC),,45,string(str_rbe_Switzerland_SBB_Cfe_3_3),1,195,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,35,DEFAULT_SPRITE_ID,0.15,CURRENT_TRACK_TYPE,15,REGION,"visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, -3, DISABLE_WAGON_POWER)",,,24
rbe_Switzerland_TPC_BVB_Be_2_2,4,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,20,1907,item_rbe_Switzerland_TPC_BVB_Be_2_2,4,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_Switzerland_TPC_BVB_Be_2_2),1,144,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,37,DEFAULT_SPRITE_ID,0.33,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,15
rbe_USA_Pennsylvania_Railroad_Silverliner_II,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,124,1963,item_rbe_USA_Pennsylvania_Railroad_Silverliner_II,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbe_USA_Pennsylvania_Railroad_Silverliner_II),1,550,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,160,DEFAULT_SPRITE_ID,0.18,CURRENT_TRACK_TYPE,15,"REGION(NORTHAMERICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,46
rbe_USA_SEPTA_Silverliner_V,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,110,2010,item_rbe_USA_SEPTA_Silverliner_V,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),VEHICLE_NEVER_EXPIRES,string(str_rbe_USA_SEPTA_Silverliner_V),1,680,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,180,DEFAULT_SPRITE_ID,0.17,CURRENT_TRACK_TYPE,15,"REGION(NORTHAMERICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_ELECTRIC, 0, DISABLE_WAGON_POWER)",,,66
rbm_World_Turbobus,4,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,45,2040,item_rbm_World_Turbobus,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),VEHICLE_NEVER_EXPIRES,string(str_rbm_World_Turbobus),1,5070,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,753,DEFAULT_SPRITE_ID,0.29,CURRENT_TRACK_TYPE,15,"REGION(ALLREGION,NOREGION,ISCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",,,30
rbs_Australia_Victorian_Railways_Motor_Car_3,6,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,32,1912,item_rbs_Australia_Victorian_Railways_Motor_Car_3,6,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbs_Australia_Victorian_Railways_Motor_Car_3),1,91,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,55,DEFAULT_SPRITE_ID,0.34,CURRENT_TRACK_TYPE,15,"REGION(OCEANIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_STEAM, 0, DISABLE_WAGON_POWER)",,,42
rbs_Australia_Victorian_Railways_Rowan_Railmotor,6,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,42,1883,item_rbs_Australia_Victorian_Railways_Rowan_Railmotor,6,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbs_Australia_Victorian_Railways_Rowan_Railmotor),1,40,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,48,DEFAULT_SPRITE_ID,0.34,CURRENT_TRACK_TYPE,15,"REGION(OCEANIA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_STEAM, 0, DISABLE_WAGON_POWER)",,,15
rbs_Austria_kkStB_4_0,5,,0,DEFAULT_BITMASK,CARGODEF_GOODS_RAILBUS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,14,1880,item_rbs_Austria_kkStB_4_0,5,LOADINGSPEEDDEF_CARGO,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbs_Austria_kkStB_4_0),0,28,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,45,DEFAULT_SPRITE_ID,0.34,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_STEAM, -3, DISABLE_WAGON_POWER)",,,20
rbs_Austria_NOLB_1,5,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,22,1903,item_rbs_Austria_NOLB_1,5,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbs_Austria_NOLB_1),1,39,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,35,DEFAULT_SPRITE_ID,0.18,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_STEAM, -3, DISABLE_WAGON_POWER)",,,8
rbs_Germany_Bavarian_MCCi,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,52,1906,item_rbs_Germany_Bavarian_MCCi,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbs_Germany_Bavarian_MCCi),1,195,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,50,DEFAULT_SPRITE_ID,0.34,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_STEAM, 0, DISABLE_WAGON_POWER)",,,32
rbs_Italy_FS_86,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,86,1906,item_rbs_Italy_FS_86,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbs_Italy_FS_86),1,132,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,60,DEFAULT_SPRITE_ID,0.08,CURRENT_TRACK_TYPE,15,"REGION(SOUTHERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_STEAM, -3, DISABLE_WAGON_POWER)",,,47
rbs_South_Africa_CSAR_Railmotor,4,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,50,1906,item_rbs_South_Africa_CSAR_Railmotor,8,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbs_South_Africa_CSAR_Railmotor),1,86,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,60,DEFAULT_SPRITE_ID,0.33,CURRENT_TRACK_TYPE,15,"REGION(AFRICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",,,35
rbs_Switzerland_UeBB_Czm_1_2,5,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,30,1902,item_rbs_Switzerland_UeBB_Czm_1_2,5,LOADINGSPEEDDEF_COMMUTER,,bitmask(TRAIN_FLAG_2CC),45,string(str_rbs_Switzerland_UeBB_Czm_1_2),1,99,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,45,DEFAULT_SPRITE_ID,0.34,CURRENT_TRACK_TYPE,15,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_STEAM, 0, DISABLE_WAGON_POWER)",,,21
singlemtro_Germany_Berlin_U_Bahn_C_II,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS_ONLY,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,157,1929,item_singlemtro_Germany_Berlin_U_Bahn_C_II,8,LOADINGSPEEDDEF_METRO,,bitmask(TRAIN_FLAG_2CC),45,string(str_singlemtro_Germany_Berlin_U_Bahn_C_II),1,375,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,60,DEFAULT_SPRITE_ID,0.07,CURRENT_TRACK_TYPE,60,"REGION(WESTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",,,50
singlemtro_Hungary_Budapest_1894_Stock,8,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS_ONLY,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,100,1894,item_singlemtro_Hungary_Budapest_1894_Stock,8,LOADINGSPEEDDEF_METRO,,bitmask(TRAIN_FLAG_2CC),45,string(str_singlemtro_Hungary_Budapest_1894_Stock),1,200,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,60,DEFAULT_SPRITE_ID,0.32,CURRENT_TRACK_TYPE,60,"REGION(EASTERNEUROPE,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",,,25
singlemtro_USA_Brooklyn_Union_Gate_Car,7,,0,DEFAULT_BITMASK,CARGODEF_PASSENGERS_ONLY,DEFAULT_CARGO_AGE_PERIOD,0,CURRENT_ENGINE_CLASS,60,1880,item_singlemtro_USA_Brooklyn_Union_Gate_Car,7,LOADINGSPEEDDEF_METRO,,bitmask(TRAIN_FLAG_2CC),45,string(str_singlemtro_USA_Brooklyn_Union_Gate_Car),1,200,DEFAULT_POWER_PER_WAGON,DEFAULT_REFIT_COST,DEFAULT_RELIABILITY_DECAY,DEFAULT_RETIRE_EARLY,CURRENT_RUNNING_COST_BASE,60,DEFAULT_SPRITE_ID,0.5,CURRENT_TRACK_TYPE,60,"REGION(NORTHAMERICA,NOREGION,NOCONCEPT)","visual_effect_and_powered(VISUAL_EFFECT_DISABLE, 0, DISABLE_WAGON_POWER)",,,20
