VEHIDCODE,FILENAMES_EXPECTED,SAVE_TO,VEHID_ID_CATEGORY,VEHID_ID,ENGLISH,WEB,IS_POWERED_UNPOWERED_SUNDRY,IS_WAGON_OR_COACH,TRACK_TYPES,PROPERTIES,FLAGS,GRAPHICS_PROPERTIES,ITEM,NAME,INTRODUCTION_YEAR,DUAL_HEADED,COUNTRY,COUNTRY_CODE,ENGINE_CLASS,CARGODEF,HEAD_CAPACITY,LENGTH,LOADINGSPEED,LOADINGSPEED_VALUE,MODEL_LIFE,PASSENGER,WEIGHT,POWER,SPEED,TE_STARTING_KN,TE_COEFFICIENT_CALC,TE_COEFFICIENT_MANUAL,TE_COEFFICIENT,VEHICLE_LIFE,WAGON_CAPACITY,WAGON_LENGTH,PURCHASE_CARGO_CAPACITY,REGION1,REGION2,REGION3,PURCHASECOST_VALUE,RUNNINGCOST_VALUE,COST_CAT,ROLE,IS_TURBINE,MISC_FLAGS_TRAIN_FLAG_2CC,MISC_FLAGS_TRAIN_FLAG_MU,MISC_FLAGS_TRAIN_FLAG_AUTOREFIT,VISUAL_EFFECT_1,VISUAL_EFFECT_2,VISUAL_EFFECT_3,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_OHLE,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_25KV,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_15KV,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_3KV,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_1500V,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_3RD,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_4TH,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_DUAL,TRACK_TYPE_STANDARD_GAUGE_RAILTYPE_NONE,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_OHLE,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_25KV,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_15KV,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_3KV,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_1500V,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_3RD,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_4TH,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_DUAL,TRACK_TYPE_NARROW_GAUGE_RAILTYPE_NONE,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_OHLE,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_25KV,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_15KV,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_3KV,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_1500V,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_3RD,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_4TH,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_DUAL,TRACK_TYPE_BROAD_GAUGE_RAILTYPE_NONE,TRACK_TYPE_MONO,TRACK_TYPE_MGLV,TRACK_TYPE_MTRO,CHECK_ANY_TT,PANTOGRAPH_POSITION,TEMPLATE_ID,TEMPLATE_AMENDMENT_CODE
emu_USA_Amtrak_Acela_Express,USA_Amtrak_Acela_Express,src\EMU,ID_RANGE_EMU,8067,Amtrak Acela Express,https://en.wikipedia.org/wiki/Acela_Express_(trainset),False,False,True,True,True,True,item_emu_USA_Amtrak_Acela_Express,str_emu_USA_Amtrak_Acela_Express,1999,1,United States,US,ELECTRIC,PASSENGERS,0,8,COMMUTER,40,45,1,93.0,6200,240,220.2,0.24136003419815197,0.24,0.241,40,50,8,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_EMU_VALUE,RUNNINGCOST_EMU_VALUE,EMU,Ultra-High-Speed (Universal),False,True,1.0,,ELECTRIC,0,DISABLE_WAGON_POWER,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,ENDS,TPL_02,A
singlemtro_USA_Brooklyn_Union_Gate_Car,USA_Brooklyn_Union_Gate_Car,src\Single_Metro,ID_RANGE_SINGLEMETRO,14000,Brooklyn Union Gate Car,https://en.wikipedia.org/wiki/BU_cars_(New_York_City_Subway_car),False,False,True,True,True,True,item_singlemtro_USA_Brooklyn_Union_Gate_Car,str_singlemtro_USA_Brooklyn_Union_Gate_Car,1880,0,United States,US,MAGLEV,PASSENGERS_ONLY,48,7,METRO,120,45,1,28.0,200,60,25.0,0.09101499927188,0.5,0.091,60,0,0,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_METRORAILBUS_VALUE,RUNNINGCOST_METRORAILBUS_VALUE,METRORAILBUS,Metro/Rapid Transit,False,True,,,DISABLE,0,DISABLE_WAGON_POWER,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,TPL_01,D
singlemtro_Hungary_Budapest_1894_Stock,Hungary_Budapest_1894_Stock,src\Single_Metro,ID_RANGE_SINGLEMETRO,14001,Budapest 1894 Stock,https://hu.wikipedia.org/wiki/Siemens_&_Halske_motorkocsi,False,False,True,True,True,True,item_singlemtro_Hungary_Budapest_1894_Stock,str_singlemtro_Hungary_Budapest_1894_Stock,1894,0,Hungary,HU,MAGLEV,PASSENGERS_ONLY,46,8,METRO,120,45,1,16.5,200,60,18.0,0.11120378092855157,0.32,0.111,60,0,0,0,EASTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_METRORAILBUS_VALUE,RUNNINGCOST_METRORAILBUS_VALUE,METRORAILBUS,Metro/Rapid Transit,False,True,,,DISABLE,0,DISABLE_WAGON_POWER,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,TPL_01,D
singlemtro_USA_Chicago_L_Northwest_Elevated_1907_Stock,USA_Chicago_L_Northwest_Elevated_1907_Stock,src\Single_Metro,ID_RANGE_SINGLEMETRO,14002,Chicago L Northwest Elevated 1907 Stock,https://www.chicago-l.org/trains/roster/woods.html,False,False,True,True,True,True,item_singlemtro_USA_Chicago_L_Northwest_Elevated_1907_Stock,str_singlemtro_USA_Chicago_L_Northwest_Elevated_1907_Stock,1907,0,United States,US,MAGLEV,PASSENGERS_ONLY,130,8,METRO,120,45,1,31.5,250,70,38.0,0.12297137679400674,0.1,0.123,60,0,0,0,NORTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_METRORAILBUS_VALUE,RUNNINGCOST_METRORAILBUS_VALUE,METRORAILBUS,Metro/Rapid Transit,False,True,,,DISABLE,0,DISABLE_WAGON_POWER,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,TPL_01,E
singlemtro_Germany_Berlin_U_Bahn_C_II,Germany_Berlin_U_Bahn_C_II,src\Single_Metro,ID_RANGE_SINGLEMETRO,14003,Berlin U-Bahn C II,https://de.wikipedia.org/wiki/BVG-Baureihe_C,False,False,True,True,True,True,item_singlemtro_Germany_Berlin_U_Bahn_C_II,str_singlemtro_Germany_Berlin_U_Bahn_C_II,1929,0,Germany,DE,MAGLEV,PASSENGERS_ONLY,157,8,METRO,120,45,1,45.2,375,60,42.0,0.09472003464046981,0.07,0.095,60,0,0,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_METRORAILBUS_VALUE,RUNNINGCOST_METRORAILBUS_VALUE,METRORAILBUS,Metro/Rapid Transit,False,True,,,DISABLE,0,DISABLE_WAGON_POWER,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,TPL_01,D
rbm_World_Turbobus,World_Turbobus,src\Railbus\Railbus_maglev,ID_RANGE_RBM,16000,Turbobus,,False,False,True,True,True,True,item_rbm_World_Turbobus,str_rbm_World_Turbobus,2040,0,World,WRLD,MAGLEV,PASSENGERS,45,8,COMMUTER,40,VEHICLE_NEVER_EXPIRES,1,30.0,5070,753,0.0,0.0,0.29,0.29,15,0,2,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_MAGLEVRAILBUS_VALUE,RUNNINGCOST_MAGLEVRAILBUS_VALUE,MAGLEVRAILBUS,Ultra-High-Speed (Pax),False,True,,,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_16,B
mglv_Germany_DB_182_ES64UM_Mutus,Germany_DB_182_ES64UM_Mutus,src\Maglev,ID_RANGE_SINGLEMAGLEV,15001,DB 182 ES64UM 'Mutus',,False,False,True,True,True,True,item_mglv_Germany_DB_182_ES64UM_Mutus,str_mglv_Germany_DB_182_ES64UM_Mutus,2005,0,Germany,DE,MAGLEV,NONE,0,8,NONE,0,VEHICLE_NEVER_EXPIRES,1,90.0,18875,250,600.0,0.6795786612300373,0.35,0.68,40,0,0,0,WESTERN_EUROPE,NO_REGION,IS_CONCEPT,PURCHASECOST_MAGLEVSU_VALUE,RUNNINGCOST_MAGLEVSU_VALUE,MAGLEVSU,Ultra-High-Speed (Universal),False,True,,,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_01,A
mglv_China_Transrapid,China_Transrapid,src\Maglev,ID_RANGE_MULTIMAGLEV,10000,Shanghai Transrapid,https://en.wikipedia.org/wiki/Shanghai_maglev_train,False,False,True,True,True,True,item_mglv_China_Transrapid,str_mglv_China_Transrapid,2004,1,China,CN,MAGLEV,PASSENGERS,50,8,INTERCITY,16,VEHICLE_NEVER_EXPIRES,1,53.0,13450,433,450.0,0.8655011251514626,0.3,0.866,25,55,8,0,ASIA,NO_REGION,NO_CONCEPT,PURCHASECOST_MAGLEVMU_VALUE,RUNNINGCOST_MAGLEVMU_VALUE,MAGLEVMU,Ultra-High-Speed (Pax),False,True,1.0,,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_02,A
mglv_Japan_MLX01_901,Japan_MLX01_901,src\Maglev,ID_RANGE_MULTIMAGLEV,10001,JR MLX01-901,https://en.wikipedia.org/wiki/L0_Series,False,False,True,True,True,True,item_mglv_Japan_MLX01_901,str_mglv_Japan_MLX01_901,2025,1,Japan,JP,MAGLEV,PASSENGERS,19,8,INTERCITY,16,VEHICLE_NEVER_EXPIRES,1,72.0,20115,500,500.0,0.7078944387812889,0.3,0.708,25,60,8,0,ASIA,NO_REGION,IS_CONCEPT,PURCHASECOST_MAGLEVMU_VALUE,RUNNINGCOST_MAGLEVMU_VALUE,MAGLEVMU,Ultra-High-Speed (Pax),False,True,1.0,,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_02,A
mglv_Wagon_Gen7M_Boxcar_Type1,Wagon_Gen7M_Boxcar_Type1,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18003,7th Gen Boxcar,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Boxcar_Type1,str_mglv_Wagon_Gen7M_Boxcar_Type1,2010,0,,,MAGLEV,BOXCAR,74,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,27.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,REGIONTYPE1,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,C
mglv_Wagon_Gen7M_Boxcar_Type2,Wagon_Gen7M_Boxcar_Type2,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18013,7th Gen Boxcar,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Boxcar_Type2,str_mglv_Wagon_Gen7M_Boxcar_Type2,2010,0,,,MAGLEV,BOXCAR,74,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,27.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,REGIONTYPE2,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,D
mglv_Wagon_Gen7M_Car_Transporter,Wagon_Gen7M_Car_Transporter,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18008,7th Gen Car Transporter,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Car_Transporter,str_mglv_Wagon_Gen7M_Car_Transporter,2020,0,,,MAGLEV,CARTRANSPORTER,20,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,28.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,B
mglv_Wagon_Gen7M_Centerbeam,Wagon_Gen7M_Centerbeam,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18010,7th Gen Centerbeam Flatcar,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Centerbeam,str_mglv_Wagon_Gen7M_Centerbeam,2010,0,,,MAGLEV,CENTERBEAM,65,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,40.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,E
mglv_Wagon_Gen7M_Container_Carrier,Wagon_Gen7M_Container_Carrier,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18009,7th Gen Container Carrier,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Container_Carrier,str_mglv_Wagon_Gen7M_Container_Carrier,2010,0,,,MAGLEV,CONTAINER,60,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,22.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,F
mglv_Wagon_Gen7M_Container_Doublestack,Wagon_Gen7M_Container_Doublestack,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18011,7th Gen Container Doublestack,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Container_Doublestack,str_mglv_Wagon_Gen7M_Container_Doublestack,2000,0,,,MAGLEV,DOUBLECONTAINER,75,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,25.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,G
mglv_Wagon_Gen7M_Flatcar,Wagon_Gen7M_Flatcar,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18001,7th Gen Flatcar,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Flatcar,str_mglv_Wagon_Gen7M_Flatcar,2010,0,,,MAGLEV,FLAT_WAGON,72,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,23.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,I
mglv_Wagon_Gen7M_Gondola,Wagon_Gen7M_Gondola,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18005,7th Gen Gondola,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Gondola,str_mglv_Wagon_Gen7M_Gondola,2010,0,,,MAGLEV,GONDOLA,75,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,22.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,N
mglv_Wagon_Gen7M_Heavy_Flatcar,Wagon_Gen7M_Heavy_Flatcar,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18002,7th Gen Heavy Flatcar,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Heavy_Flatcar,str_mglv_Wagon_Gen7M_Heavy_Flatcar,2020,0,,,MAGLEV,HEAVYFLAT,96,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,42.0,0,140,0.0,0.0,0.3,0.3,25,0,0,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,O
mglv_Wagon_Gen7M_Hopper_Type1,Wagon_Gen7M_Hopper_Type1,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18007,7th Gen Self-discharging Hopper,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Hopper_Type1,str_mglv_Wagon_Gen7M_Hopper_Type1,2020,0,,,MAGLEV,HOPPER,75,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,26.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,REGIONTYPE1,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,H
mglv_Wagon_Gen7M_Hopper_Type2,Wagon_Gen7M_Hopper_Type2,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18015,7th Gen Self-discharging Hopper,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Hopper_Type2,str_mglv_Wagon_Gen7M_Hopper_Type2,2020,0,,,MAGLEV,HOPPER,75,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,26.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,H
mglv_Wagon_Gen7M_Silo_Type1,Wagon_Gen7M_Silo_Type1,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18006,7th Gen Silo,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Silo_Type1,str_mglv_Wagon_Gen7M_Silo_Type1,2020,0,,,MAGLEV,SILO,75,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,27.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,REGIONTYPE1,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,B
mglv_Wagon_Gen7M_Silo_Type2,Wagon_Gen7M_Silo_Type2,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18014,7th Gen Silo,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Silo_Type2,str_mglv_Wagon_Gen7M_Silo_Type2,2020,0,,,MAGLEV,SILO,75,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,27.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,REGIONTYPE2,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,B
mglv_Wagon_Gen7M_Superheavy_Flatcar,Wagon_Gen7M_Superheavy_Flatcar,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18012,7th Gen Superheavy Flatcar,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Superheavy_Flatcar,str_mglv_Wagon_Gen7M_Superheavy_Flatcar,2010,0,,,MAGLEV,SUPERHEAVY,65,4,CARGO,20,VEHICLE_NEVER_EXPIRES,0,50.0,0,140,0.0,0.0,0.3,0.3,25,0,0,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_25,A
mglv_Wagon_Gen7M_Tanker,Wagon_Gen7M_Tanker,src\Wagons_Maglev\Gen7M,ID_RANGE_WAGONS_MGLV,18004,7th Gen Tanker,,False,True,True,True,True,True,item_mglv_Wagon_Gen7M_Tanker,str_mglv_Wagon_Gen7M_Tanker,2020,0,,,MAGLEV,TANKER,105,8,CARGO,20,VEHICLE_NEVER_EXPIRES,0,24.0,0,160,0.0,0.0,0.3,0.3,25,0,0,0,ALL_REGION,NO_REGION,IS_CONCEPT,PURCHASECOST_WAGON_VALUE,RUNNINGCOST_WAGON_VALUE,WAGON,Wagon,False,True,,1.0,DISABLE,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,TPL_04,J
rbd_Japan_JR_Shikoku_1000,Japan_JR_Shikoku_1000,src\Railbus\Railbus_diesel,ID_RANGE_RBD,2038,JR Shikoku 1000,https://en.wikipedia.org/wiki/JR_Shikoku_1000_series,False,False,True,True,True,True,item_rbd_Japan_JR_Shikoku_1000,str_rbd_Japan_JR_Shikoku_1000,1990,0,Japan,JP,DIESEL,PASSENGERS,151,7,COMMUTER,40,45,1,32.0,400,110,65.0,0.207059123343527,0.34,0.207,15,0,0,0,ASIA,NO_REGION,NO_CONCEPT,PURCHASECOST_DIESELRAILBUS_VALUE,RUNNINGCOST_DIESELRAILBUS_VALUE,DIESELRAILBUS,Commuter / Urban,False,True,,,DIESEL,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_01,B
rbd_Japan_JR_KiHa_E120,Japan_JR_KiHa_E120,src\Railbus\Railbus_diesel,ID_RANGE_RBD,2040,JR KiHa E120,https://en.wikipedia.org/wiki/KiHa_E120,False,False,True,True,True,True,item_rbd_Japan_JR_KiHa_E120,str_rbd_Japan_JR_KiHa_E120,2008,0,Japan,JP,DIESEL,PASSENGERS,114,8,COMMUTER,40,VEHICLE_NEVER_EXPIRES,1,39.0,444,100,60.0,0.15682584489923937,0.26,0.157,15,0,0,0,ASIA,NO_REGION,NO_CONCEPT,PURCHASECOST_DIESELRAILBUS_VALUE,RUNNINGCOST_DIESELRAILBUS_VALUE,DIESELRAILBUS,Commuter / Urban,False,True,,,DIESEL,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_01,B
rbd_Chile_EFE_Buscarril,Chile_EFE_Buscarril,src\Railbus\Railbus_diesel,ID_RANGE_RBD,2042,EFE SB-56 'Buscarril',,False,False,True,True,True,True,item_rbd_Chile_EFE_Buscarril,str_rbd_Chile_EFE_Buscarril,1961,0,Chile,CL,DIESEL,PASSENGERS,40,8,COMMUTER,40,45,1,20.0,180,60,22.0,0.11213047910295616,0.22,0.112,15,0,0,0,SOUTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_DIESELRAILBUS_VALUE,RUNNINGCOST_DIESELRAILBUS_VALUE,DIESELRAILBUS,Commuter / Urban,False,True,,,DIESEL,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_01,B
rbd_Argentina_FCPBA_M_Railcar,Argentina_FCPBA_M_Railcar,src\Railbus\Railbus_diesel,ID_RANGE_RBD,2043,FCPBA M Railcar,https://www.derbysulzers.com/argentinadmu1935.html,False,False,True,True,True,True,item_rbd_Argentina_FCPBA_M_Railcar,str_rbd_Argentina_FCPBA_M_Railcar,1935,0,Argentina,AR,DIESEL,PASSENGERS,40,7,COMMUTER,40,45,1,37.0,270,80,42.0,0.11571204231754689,0.14,0.116,15,0,0,0,SOUTH_AMERICA,NO_REGION,NO_CONCEPT,PURCHASECOST_DIESELRAILBUS_VALUE,RUNNINGCOST_DIESELRAILBUS_VALUE,DIESELRAILBUS,Commuter / Urban,False,True,,,DIESEL,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_01,B
rbd_Eritrea_Eritrean_Railway_A62_70_Littorina,Eritrea_Eritrean_Railway_A62_70_Littorina,src\Railbus\Railbus_diesel,ID_RANGE_RBD,2045,Eritrean Railway A.62-70 'Littorina',https://it.wikipedia.org/wiki/Automotrice_FS_ALn_56,False,False,True,True,True,True,item_rbd_Eritrea_Eritrean_Railway_A62_70_Littorina,str_rbd_Eritrea_Eritrean_Railway_A62_70_Littorina,1937,0,Eritrea,ER,DIESEL,PASSENGERS,62,7,COMMUTER,40,45,1,24.0,290,80,32.0,0.13591573224600748,0.26,0.136,15,0,0,0,AFRICA,NO_REGION,NO_CONCEPT,PURCHASECOST_DIESELRAILBUS_VALUE,RUNNINGCOST_DIESELRAILBUS_VALUE,DIESELRAILBUS,Commuter / Urban,False,True,,,DIESEL,0,DISABLE_WAGON_POWER,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,TPL_01,B
rbe_Switzerland_AB_CFe_3_3,Switzerland_AB_CFe_3_3,src\Railbus\Railbus_electric,ID_RANGE_RBE ,3000,AB CFe 3/3,https://de.wikipedia.org/wiki/AG_CFe_3/3,False,False,True,True,True,True,item_rbe_Switzerland_AB_CFe_3_3,str_rbe_Switzerland_AB_CFe_3_3,1911,0,Switzerland,CH,ELECTRIC,PASSENGERS,32,6,COMMUTER,40,45,1,34.0,340,35,78.0,0.2338550098938658,0.15,0.234,15,0,0,0,WESTERN_EUROPE,NO_REGION,NO_CONCEPT,PURCHASECOST_ELECTRICRAILBUS_VALUE,RUNNINGCOST_ELECTRICRAILBUS_VALUE,ELECTRICRAILBUS,Commuter / Urban,False,True,,,ELECTRIC,-3,DISABLE_WAGON_POWER,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,TPL_01,B
